  Average Value Weighted Returns -- Monthly,,,,,,,,,,
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
201311,1.29,1.88,2.87,0.85,3.58,0.09,3.68,4.49,-1.8,4.79
201312,2.45,1.24,3.11,3.05,3.99,3.97,0.28,0.62,1.79,3.1
201401,-5.75,-3.61,-4.19,-6.89,-1.39,-3.8,-6.45,1.88,2.49,-4.37
201402,3.43,8,5.39,5.66,5.14,2.56,5.35,6.48,3.08,3.49
201403,3.26,-1.13,0.37,2.44,-0.62,0.17,-0.58,-2.56,2.68,1.98
201404,1.54,0.33,0.9,5.67,-1.05,0.39,-0.95,-0.41,3.98,-1.97
201405,3.47,0.69,1.19,0.88,3.39,4.1,0.98,1.87,0,1.86
201406,1.16,4.45,1.37,4.12,2.88,1.54,1.29,2.9,5.41,2.45
201407,-4.34,-4.71,-4.12,-3.55,0.16,0.79,-2.02,-0.3,-6.4,-2.27
201408,5.56,5.1,4.82,2.31,4.22,0.32,5.01,5.54,5.31,4.12
201409,-0.1,-9.37,-2.5,-7.83,-1.4,-1.44,-1.33,-0.22,-3.37,-1.13
201410,2.67,3.52,2.4,-4.19,1.61,1.31,2.71,5.9,6.71,3.44
201411,4.74,4.45,2.28,-9.59,4.29,2.46,7.48,2.52,0.26,2.49
201412,-2.41,0.33,-0.07,0.54,-1.25,-2.04,1.62,-0.82,1.86,1.17
201501,-0.55,-4.3,-3.76,-4.31,-3.46,-4.47,-0.41,1.59,1.24,-6.36
201502,5.13,8.01,6.15,4.73,8.23,8.91,5.67,4.24,-4.35,7.21
201503,-2.44,-0.58,-2.05,-2.49,-2.5,-2.11,0.66,0.76,-0.32,-0.59
201504,0.85,-0.68,-0.76,6.67,1.45,3.6,-2.09,-1.42,0.28,0.62
201505,1.49,1.01,0.89,-5.1,1.94,0.33,1.08,4.91,-0.46,1.74
201506,-1.34,-1.84,-1.94,-3.77,-3.61,-0.52,-0.61,0.16,-5.29,0.03
201507,4.96,-2.31,-2.03,-8.93,2.21,1.55,5.16,3.49,2.65,1.82
201508,-4.11,-6.03,-5.64,-3.64,-5.83,-8.38,-5.31,-8.37,-4.06,-6.18
201509,-0.56,-3.45,-4.24,-5.74,-1.32,-2.5,-2.06,-6.95,-0.5,-3.06
201510,6.8,6.97,9.41,12.17,10.12,9.05,4.82,7.5,2.09,6.6
201511,-0.91,1.98,0.42,1.06,1.16,-2.03,1.09,0.57,-3.44,1.38
201512,0.78,-4.09,-2.56,-9.61,-2.55,-2.97,0.04,0.29,-2.36,-2.67
201601,0.17,-12.38,-5.72,-4.36,-5.96,0.34,-4.53,-10.13,4.67,-8.77
201602,0.59,4.11,3.34,-2.95,-0.9,0.96,0.11,-0.98,1.75,-0.42
201603,5,10.63,6.91,10.89,8.48,6.15,5.55,3.96,7.86,7.16
201604,0.3,1.54,2.32,9.17,-4.2,0.66,-0.55,4.95,-0.8,2.39
201605,0.73,-1.09,-0.53,-0.59,5.15,0.28,0.96,2.41,2.24,1.2
201606,4.73,-5.46,0.91,2.55,-1.73,3.56,0.72,-0.16,7.42,-3.07
201607,-0.06,8.6,4.07,-2.73,7.53,2.25,3.84,6.16,-0.26,3.74
201608,-0.61,0.25,1.47,1.61,1.81,-3.17,-1.36,-3.14,-3.77,3.27
201609,-2.48,-1.54,-0.1,2.83,2.23,0.46,-0.63,0.58,1.83,-1.01
201610,-0.18,-3.77,-2.55,-2.96,-1.08,-3.03,-4.12,-7.52,-0.67,0.76
201611,-3.87,7.55,6.28,9.57,0.71,6.56,4.29,2.4,-2.64,11.48
201612,3.46,3.97,0.48,1.97,0.92,4.88,-0.31,0.72,3.61,2.95
201701,1.69,2.97,3.35,-4.29,4.6,3.35,1.12,2.03,1.07,0.95
201702,3.75,0.73,4.16,-2.46,4.87,-0.02,2.88,7,3.98,3.7
201703,0.88,0.23,0.13,-1.19,2.11,0.92,0.79,0.04,0.37,-1.63
201704,0.51,1.71,1.88,-2.74,2.55,0.17,2.65,0.91,0.33,0.39
201705,3.23,-0.15,1.27,-3.36,4.18,-1.4,1.66,-0.26,2.43,-0.43
201706,-1.06,3.34,1.23,-0.15,-2.12,-2.46,-1.88,5.54,-1.91,4.39
201707,-0.13,-0.99,2.17,2.06,3.61,5.29,0.19,0.7,2.99,1.43
201708,-1.75,0.04,0.33,-5.09,3,-2.48,-1.58,2.58,2.17,-0.58
201709,-0.4,5.37,4.2,10.93,0.6,-1.5,2.48,2.09,-1.95,4.56
201710,0.08,1.32,2.77,0.5,6.91,-5.55,2.7,-2.26,3.02,2.21
201711,4.07,-0.52,3.46,2.95,1.06,4.07,7.78,2.46,2.42,3.92
201712,2.01,-0.71,2.28,5.01,-0.18,4.49,2.53,-0.15,-4.98,1.36
201801,1.93,2.76,4.1,2.8,7.74,3.14,9.39,6.38,-2.81,5.9
201802,-6.22,-6.04,-4.03,-10.75,-0.02,-7.06,-4.49,-3.49,-4.54,-3.32
201803,-1.08,-5.57,-2.24,3,-3.13,-2.54,-2.58,-2.41,3.17,-2.65
201804,-3.98,-0.31,-3.41,10.05,-0.15,-2.3,3.78,-0.04,2.78,0.59
201805,-0.56,3.1,2.5,3.41,6.8,-0.82,0.85,2.37,0.22,1.45
201806,4.55,0.62,-0.98,0.53,-0.4,6.43,2.93,1.48,2.61,-0.93
201807,2.86,-1.15,5.22,1.09,2.56,2.71,3.08,5.92,1.69,3.74
201808,-1.15,-0.54,-0.37,-2.84,7.15,2.89,7.99,4.5,0.93,2.4
201809,0.72,-3.68,1.3,3.37,-0.05,1.79,0.54,2.08,-0.56,-1.5
201810,-0.24,-3.01,-9.94,-11.92,-8.82,-0.4,-8.81,-8.79,-0.07,-6.71
201811,0.48,5.24,4.65,-2.2,-1.59,2.51,2.47,6.42,3.28,2.8
201812,-11.29,-11.57,-8.7,-13.04,-8.24,-8.7,-9.03,-8.25,-4.76,-10.81
201901,7.29,11.02,9.65,10.33,9.3,5.46,8.32,5.32,5.42,9.73
201902,1.34,3.74,5.2,2.47,5.67,3.22,0.8,3.3,3.56,3.07
201903,3.66,-5,-0.88,2.02,3.76,0.45,3.39,0.5,3.33,-1.35
201904,3.13,3.39,4.05,0.22,5.81,6,4.62,-3.16,1,6.67
201905,-5.62,-12.24,-9.16,-11.83,-8.54,-3,-6.05,-3.4,-1.55,-6.11
201906,4.92,13.1,8.05,8.83,8.09,5.15,7.17,6.83,3.64,6.59
201907,1.75,0.84,0.97,-2.68,3.59,2.05,0.95,-2.18,-1.01,1.76
201908,-1.38,-4.68,-1.69,-8.74,-2.59,0.29,0.1,-0.64,3.44,-4.64
201909,1.87,3.8,3.84,3.68,1.29,1.26,0.82,-0.98,3.93,1.92
201910,0.07,7.03,0.05,-2.07,3.28,2.17,0.67,4.68,-1.39,3.07
201911,2.18,2.91,3.25,1.16,5.27,2.48,2.16,5.61,-2.14,5.05
201912,3.5,5.39,1.34,6.2,3.84,1.04,1.32,3.46,4.11,2.37
202001,-0.35,6.16,-2.75,-11.88,3.37,-2.11,0.95,-1.99,4.83,-1.35
202002,-8.67,-7.25,-8.6,-15.3,-6.98,-6.21,-6.73,-5.36,-9.85,-9.84
202003,-11.38,-22.62,-16.9,-34.47,-9.82,-13.3,-7.67,-5.09,-12.94,-19.2
202004,8.05,25.53,10.86,32.36,15.06,9.51,18.17,13.48,5.08,11.43
202005,3.26,7.24,5.81,0.52,7.63,4.81,4.44,4.15,4.6,4.6
202006,0.01,14.12,2.61,-0.4,5.73,-2.62,4.39,-1.45,-5,0.5
202007,5.86,18.68,4.56,-4.75,6.87,5.05,9.42,4.4,6.35,3.81
202008,4.45,40.99,6.16,-1.02,10.61,5.6,8.07,2.35,-2.24,6.8
202009,-2.07,-9.03,-0.16,-14.95,-5.24,-1.97,-3.86,-1.46,-0.32,-2.94
202010,-2.69,-3.25,-0.75,-4.43,-1.78,-3.87,-2.68,-4.4,4.47,-1.71
202011,10.02,33.9,13.94,28.53,10.72,14.48,8.32,9.86,2.68,15.86
202012,4.91,15.38,2.51,6.3,5.08,5.15,1.4,4.7,0.63,5.67
202101,-4.15,11.48,-2.32,4.69,0.56,-3.53,-0.06,3.43,-0.44,-2.72
202102,1.32,-8.08,5.53,23.49,1.36,4.26,-1.65,-1.29,-4.57,9.76
202103,7.27,0.87,7.72,2.26,0.87,1.64,5.72,-0.07,10.37,5.26
202104,3.32,4.4,2.44,0.72,6.43,3.06,7.03,2.97,3.97,5.7
202105,1.97,-5.33,2.77,6.2,-0.88,-0.52,-2.15,-0.11,-1.16,2.76
202106,-0.8,5.56,-1.01,5.61,6.77,-0.01,2.93,4.39,-1.41,-2.02
202107,0.21,-0.96,1.33,-8.65,3.61,0.35,0.25,2.92,2.97,-0.6
202108,-0.28,1.78,0.55,-1.14,4.65,1.36,2.4,2.86,3.23,2.68
202109,-4.56,2.8,-5.79,11.06,-6.14,-5.59,-4.38,-6.02,-4.86,-2.45
202110,3.74,30.86,4.99,10.36,8.15,-4.23,5.15,2.25,5.11,6.67
202111,-3.87,2.04,-0.69,-5.37,1.44,-7.18,1.48,-4.29,-1.96,-5.43
202112,8.06,-4.69,5.81,3.05,1.67,3.96,1.52,6.62,8.55,4.88
202201,-0.66,-10.31,-5.84,17.41,-8.43,-1.9,-8.83,-8.77,-2.1,-3.29
202202,-0.56,-7.08,-1.23,8.34,-4.54,0.29,-1.55,-1,-1.1,-1.73
202203,0.43,15.05,0.92,9.79,3.28,-2.44,2.98,5.13,9.67,1.09
202204,2.26,-16.96,-5.3,-1.28,-12.59,-10.61,-9.78,-6.88,-3.71,-9.15
202205,-1.63,-9.04,-0.38,15.52,-2.1,8.65,-4.1,0.96,4.79,0.63
202206,-3.91,-11.89,-9.45,-16.55,-8.15,-6.64,-7.73,-2.01,-6.54,-9.96
202207,4.15,27.65,8.36,10.47,11.68,-0.04,14.7,2.77,6.3,8.85
202208,-1.82,-5.81,-3.48,3.32,-5.37,-2.86,-3.1,-5.03,0.15,-2.51
202209,-8.35,-6.55,-11.54,-9.17,-11.44,-13.83,-7.63,-1.91,-11.62,-8.09
202210,9.98,-6.61,12.21,23.51,5.01,10.57,4.35,8.8,3.51,11.5
202211,5.3,-8.1,9.03,1.06,5.36,2.15,3.79,5.35,6.78,5.9
202212,-2.66,-28.07,-2.35,-4.2,-7.96,-6.81,-7.93,-1.73,-1.21,-5.39
202301,-0.37,29.03,5.92,2.78,9.59,13.53,9.76,-1.04,-1.24,7.51
202302,-2.18,11,-1.85,-6.89,-0.2,-6.51,-4.66,-4.29,-5.32,-2.68
202303,3.13,-0.62,0.37,-0.42,10.46,-0.12,3.39,2.49,3.89,-4.83
202304,3.16,-15.24,-0.59,2.57,0.24,1,2.24,4.12,1.72,1.8
202305,-5.35,13.52,-5.54,-9.5,8.55,-9.42,0.53,-3.67,-5.82,-2.84
202306,2.84,24.66,10.69,6.47,5.91,4.63,7.83,4.66,2.61,7.45
202307,2.31,2.73,3.17,7.43,4.23,0.97,2.26,-0.12,2.79,5.37
202308,-3.77,-4.31,-2.38,1.94,-1.65,0.16,-0.39,-0.23,-5.29,-3.37
202309,-4.57,-2.58,-7.09,3.16,-6.02,-3.21,-5.66,-4.71,-5.04,-3.41
202310,-3.53,-17.88,-2.78,-6.18,-1.66,-0.18,0.4,-4.58,1.12,-2.67
202311,5.02,15.76,8.68,-1.34,11.96,6.97,7.17,5.87,5.08,10.44
202312,3.53,6.61,6.35,0.19,4.63,2.25,5.9,6.91,1.69,6.62
202401,-1.77,-17.91,-1.23,-0.11,3.1,4.54,1.25,3.54,-3,1
202402,1.93,7.21,5.25,3.05,6.22,-2.72,9.48,4.64,2.43,4.64
202403,2.99,-5.56,4.48,10.27,2.36,3.08,2.68,2.18,7.03,4.5
202404,-1.54,-0.96,-3.87,-0.64,-4.41,-6.51,-4.72,-5.86,1.57,-4.56
202405,1.38,-0.75,2.94,-0.48,8.09,3.74,2.47,3.21,8.01,3.27
202406,-2.26,6.1,-1.82,-2.1,7.57,-0.6,3.53,2.93,-4.23,-0.13
202407,4.76,11.55,3.45,2.02,-1.74,3.84,0.53,0.85,6.36,6.22
202408,4.11,-5.16,1.79,-2.92,1.35,1.21,1.35,6.44,4.55,3.03
202409,0.99,14.24,2.83,-3.17,2.96,5.63,3.67,-1.81,5.35,0.66
202410,-2.59,-3.14,-3.6,-0.54,-0.21,2.36,-1.14,-3.11,0.71,1.11
202411,1.52,29.68,6.44,6.57,4.95,9.18,9.95,-0.58,6.18,10.23
202412,-5.04,11,-7.7,-8.96,1.43,-7.96,-1.87,-5.42,-7.83,-7.09
,,,,,,,,,,
,,,,,,,,,,
  Average Equal Weighted Returns -- Monthly,,,,,,,,,,
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
192607,1.16,4.03,2.3,-2.19,2.21,1.31,0.69,2.45,4.85,0.11
192608,5,0.28,2.11,4.41,2.61,1.08,-0.03,6.11,-2,4.49
192609,0.03,-3.34,0.53,-3.51,0.86,0.22,-0.71,0.8,2.06,-0.61
192610,-2.55,-9.46,-5.11,2.67,-5.72,-0.99,-3.28,0.13,-2.98,-2.61
192611,6,-0.38,1.69,1.59,1.32,1.48,1.35,7.2,5.71,0.92
192612,0.38,4.8,3.39,4.92,1.46,1.62,2.81,0.42,1.72,1.36
192701,-1.47,-2.27,0.78,3.68,0.44,0.13,-2.29,6.13,-0.44,5.14
192702,3.42,6.06,6.38,4.24,8.33,6.98,5.1,2.47,4.88,7.66
192703,-3.24,-2.36,-1.24,-9.15,-1.58,1.35,0.25,-0.2,2.19,-0.12
192704,1.07,-1.17,1.57,-3.93,2.04,0.58,3.23,5.8,1.69,1.25
192705,7.18,4.15,6.24,7.43,3.14,1.6,2.11,4.79,9.29,8.5
192706,-2.09,-3.97,-3.57,-0.27,1.57,-2.63,-1.84,3.64,-3.3,-1.32
192707,6.49,6.21,7.82,2.2,7.44,4.36,5.96,8.59,4.18,4.47
192708,1.19,1.74,0.73,-1.96,-1.61,1.31,2.97,0.15,6.17,-1.55
192709,2.91,-0.77,1.42,3.97,4.28,5.2,3.75,6,9.42,3.88
192710,-1.71,-3.69,-4.63,-4.5,-3.83,-2.33,-3.7,5.15,-4.68,-4.53
192711,7.42,11.38,14.47,9.83,14.85,3.66,8.7,5.05,5.96,7.58
192712,3.53,6.59,4.86,0.6,1,3.42,1.83,-1.42,1.8,2.1
192801,4.24,-1.94,5.22,-0.48,1.8,-1.85,3.89,1.45,8.76,3.08
192802,-2.37,-2.45,-2.69,-2.02,0.08,-0.38,-1.46,-1.89,-1.63,-3.1
192803,5.43,14.9,6.48,6.21,13.47,3.2,6.16,8.96,4.95,6.08
192804,3.51,5.23,8.15,26.03,4.84,2.41,5.23,3.36,10.94,7.71
192805,2.95,8.92,3.62,-3.41,11.82,6.53,4.62,7.21,1.7,4.51
192806,-7.43,-11.47,-7.68,-6.13,-4.77,-6.27,-5.02,-1.46,-3.82,-5.67
192807,0.16,0.19,0.17,1.77,0.17,-0.08,3.24,-0.81,-1.09,-0.96
192808,4.78,10.53,7.57,0.98,5.49,2.33,7.68,9.38,5.72,4.33
192809,2.97,7.73,7.51,7.55,3.23,0.5,3.28,-0.06,4.94,2.91
192810,3.12,0.59,1.2,2.31,1.81,7.54,4.45,0.25,-2.22,0.01
192811,8.55,11.8,12.96,14.61,14.16,8.89,10.37,3.51,18.29,10.54
192812,-1.01,1.94,1.99,-7.11,3.64,-2.12,-0.15,-0.48,2.32,-1.27
192901,2.27,3.24,6.02,-6.29,7.36,7.86,-2.26,4.61,15.63,5.36
192902,-1.44,-0.95,2.47,0.98,5.55,-1.51,-0.6,-0.07,-1.52,1.27
192903,-5.67,-7.01,-2.94,5.21,5.41,10.14,-6.05,-0.5,-2.13,-4.2
192904,2.43,-1.92,1.06,1.29,4.69,-2.6,0.82,2.42,4.06,1.68
192905,-8.03,-13.89,-13.08,-8.31,-4.37,-7.24,-8.82,-6.92,2.77,-6.42
192906,4.46,7.04,11.87,3,13.39,6.37,7.41,4.73,22.76,5.28
192907,0.99,-1.52,1.93,1.66,6.51,10.42,0.99,3.11,7.56,2.78
192908,-0.08,-2.27,3.31,3.22,6.91,5.06,4.08,-0.54,10.33,3.35
192909,-3.64,-9.47,-5.14,-3.76,-2.39,-2.88,-3.42,-5.78,2.5,-4.32
192910,-16.81,-29.46,-22.11,-16.25,-26.63,-11.92,-22.82,-17.09,-30.36,-15
192911,-12.78,-14.81,-12.77,-9.35,-20.51,-8.86,-13.28,-4.68,-12.47,-10.91
192912,-5.03,-1.11,-3.41,-5.87,4.14,2.52,-7.02,4.01,8.98,-1.05
193001,9.22,17.16,14.33,4.51,9.7,3.66,9.11,2.39,5.52,10.29
193002,3.86,4.99,4.43,-3.15,7.29,5.48,-1.49,5.5,9.11,4.13
193003,7.59,16.76,10.73,24.92,11.39,3.85,2.33,7.68,10.6,7.49
193004,-5.02,-11.2,-8.44,1.67,-0.97,0.53,2.34,-3.32,1.34,-5.52
193005,-2.71,-6.39,-3.89,-5.89,-6.99,-2.33,-2.94,-1.81,-1.91,-3.44
193006,-14.95,-27.64,-19.15,-17.68,-24.82,-10.33,-18.18,-14.01,-17.75,-16.43
193007,2.09,8.96,4.65,2.5,6.56,4.88,0.91,8.97,3.95,3.17
193008,-0.75,-5.44,-2.61,-4.67,0.36,1.49,0.71,1.14,1.17,-1.81
193009,-12.69,-19.95,-16.19,-17.44,-21.56,-5.65,-10.49,-5.74,-11.88,-15.08
193010,-3.58,-15.49,-10.54,-12.93,-15.43,-3.02,-11.81,-5.24,-9.69,-9.45
193011,-1.27,6.37,-2.43,-6.57,-0.66,-2.39,-1.61,-2.67,-6.29,-4.28
193012,-12.13,-10.5,-14.68,-19.39,-12.84,-2.54,-16.11,-9.73,-4.63,-14.05
193101,15.34,14.44,11.49,18.09,15.11,4.39,9.99,7.99,5.21,18.42
193102,13.34,22.95,17.1,14.37,23.64,6.01,17.06,16.19,15.43,11.11
193103,-0.55,-5.06,-7.88,-12.79,-11.27,-1,-1.26,0.65,-4.48,-8.9
193104,-14.1,-20.31,-17.58,-17.66,-16.35,-7.46,-10.21,-11.43,-9.96,-14.1
193105,-9.66,-17.07,-16.35,-17.41,-11.98,-8.23,-9.48,-15.91,-11.67,-15.83
193106,15.19,19.09,21.6,21.21,16.41,10.64,7.11,12.23,10.11,22.18
193107,-2.14,-6.73,-9.62,-6.82,-9.92,-0.96,-3.66,-3.3,-2.66,-8.88
193108,-2.27,-3.48,-3.29,8.71,-2.3,-0.2,-0.14,-1.1,0.85,-4.46
193109,-27.38,-34.66,-32.23,-32.07,-37.66,-17.37,-28.87,-31.75,-32.02,-28.26
193110,10.53,13.24,12.38,10.84,13.91,0.98,7.54,13.21,8,4.88
193111,-7.54,-0.95,-9.36,-7.95,-10.22,-13.82,-8.97,-9.05,-4.52,-13.5
193112,-13.2,-17.39,-18.21,-21.94,-19.11,-13.49,-20.34,-11.51,-12.76,-21.72
193201,6.46,8.62,6.47,8.92,6.74,-1.22,5.84,0.98,-2.15,15.52
193202,2.96,2.21,1.29,4.42,3.54,5.31,1.21,-1.71,5.62,1.02
193203,-7.47,-16.49,-12.35,-4.08,-15.39,-4.34,-15.96,-8.89,-10.43,-15.03
193204,-15.92,-24.83,-19.78,-12.35,-23.4,-20.4,-10.09,-13.65,-16.22,-18.57
193205,-16.27,-22.91,-20.29,-9.81,-19.63,-18.44,-21.9,-26.3,-29.55,-24.53
193206,7.75,4.12,5.32,2.21,6.82,-10.8,2.33,5.88,-0.29,1.37
193207,36.22,37.56,46.85,47.72,46.06,30.19,24.2,30.86,36.79,56.33
193208,58.9,74.74,70.08,43.35,53.99,36.21,67.83,40.14,65.6,76.22
193209,-5,2.85,-6.22,-7.89,-7.81,1.85,-3.94,-2.82,-7.78,-7.9
193210,-13.69,-22.86,-18.3,-8.48,-18.75,-11.86,-14.84,-17.01,-13.79,-17.89
193211,-7.38,-7.44,-4.51,-4.45,-8.74,-1.24,-6.82,-3.77,-6.58,-10.3
193212,-2.47,-5.77,-3.53,-4.94,-2.34,-0.48,-5.65,-0.92,3.05,-4.43
193301,3.69,2.61,4.37,-1.49,5.86,-0.55,0.53,-1.45,-5.68,7.55
193302,-7.93,-25.58,-17.09,-9.45,-16.57,-12.29,-17.35,-11.27,-21.74,-16.16
193303,13.96,4.63,15.51,8.54,9.86,-1.54,17.79,5.31,-12.56,3.08
193304,56.27,63.74,59.84,39.08,54.68,34.49,43.53,23.01,35.11,42.46
193305,46.68,81.29,61.6,60.58,50.54,19.21,64.61,34.64,45.53,65.87
193306,23.01,32.34,20.34,21.85,16.12,12.65,24.68,9,20.45,22.71
193307,-9.05,-13.2,-10.41,-14.29,-6.68,0.95,-12.9,-18.42,-17.24,-2.02
193308,10.54,14.63,13.08,15.25,15.62,6.11,10.12,3.55,1.55,7.81
193309,-13.86,-16.98,-14.43,-9.18,-14.81,-8.52,-15.37,-7.25,-23.04,-17.73
193310,-8.57,-13.39,-10.75,-9.68,-13.04,-7.82,-10.63,-4.94,-10.32,-12
193311,3.57,11.25,9.24,6.84,9.93,3.71,8.07,6.49,-0.55,3.14
193312,-0.15,9.17,3.7,-6.9,10.38,-0.21,1.4,-10.96,-2.41,1.31
193401,27.04,39.71,29.73,31.14,35.4,13.45,36.97,28.57,28.15,35.87
193402,-0.29,3.7,1.08,0.07,-5.08,-2.37,7.74,-3.92,0.24,0.78
193403,1.34,-1.55,0.33,-3.06,3.36,-2.25,5.3,-1.9,-1.62,0.63
193404,2.44,-7.83,0.19,0.86,-2.22,-1.63,0.67,1.24,-3.14,0.5
193405,-8.27,-14.63,-12.7,-9.32,-8.7,-7.05,-12.88,-9.77,-10.79,-9.27
193406,1.76,-5.89,1.41,1.14,4.15,2.14,-0.07,1.4,2.71,-2.49
193407,-14.67,-21.41,-19.15,-16.71,-17.1,-9.54,-16.09,-12.43,-22.47,-22.42
193408,7.64,10.11,11.59,8.99,9.89,0.1,8.19,2.43,4.23,10.56
193409,-0.45,-3.5,-2.75,-1.7,-0.92,0.09,5.05,-1.42,0.54,-1.36
193410,-1.97,-1.32,-2.15,-4.16,-0.17,-4.45,5.63,1.82,-7.54,-4.65
193411,11,26.93,19.39,7.8,16.39,-0.6,10.92,4.84,0.68,6.36
193412,0.15,5.25,4.26,-0.66,-0.26,2.97,1.67,0.1,-9.03,-0.52
193501,-2.38,-7.51,-2.44,-0.43,-4.88,-3.15,-2.78,-1.53,-3.34,-4.53
193502,-2.08,-5.54,-4.74,-3.56,-1.26,-3.7,-7.17,-1.05,-15.88,-9.31
193503,-8.46,-9.67,-7.84,-7.44,-6.75,-2.18,-6.9,-4.7,11.97,-8.45
193504,7.93,13.77,10.38,14.3,12.59,10.62,3.12,3.3,10.38,10.44
193505,2.75,-2.56,2.19,-0.48,1.6,5.24,1.43,-1.33,22.72,3.1
193506,2.47,9.16,5.03,0.29,11.64,6.4,3.1,4.04,3.37,3.39
193507,5.06,20.63,14.45,2.68,14.94,8.57,10.66,10.04,15.39,9.62
193508,5.61,5.25,5.49,8.46,3.09,5.32,11.79,0.58,20.43,13.96
193509,4.34,12.82,4.36,-2.5,5.02,0.28,-1.54,5.85,-7.79,-0.81
193510,5.13,13.62,8.94,10.96,17.21,12.75,10.76,10.08,19.66,2.88
193511,9.42,11.79,11.95,14.57,9.83,8.77,10.93,1.43,1.32,29.98
193512,2.55,6.11,8.33,14.81,9.42,2.44,-0.46,8.48,7.81,3.62
193601,13.55,10.67,11.79,24.36,10.06,5.36,7.66,13.98,19.55,23.28
193602,1.76,10.32,7.01,2.66,3.41,5.31,1.22,1.26,-8.18,5.07
193603,-0.77,6.43,0.64,1,0.13,-3.12,3.99,3.47,5.77,-1.44
193604,-10.45,-16.65,-13.22,-12.04,-10.53,-7.86,-11,-14.09,-10.16,-12.4
193605,2.69,4.21,6.09,-1.3,6.68,3.05,7.86,6.25,10.95,6.51
193606,0.87,0.91,-1.37,-0.08,0.25,2.72,2.19,0.78,2.08,-0.87
193607,5.59,7.24,9.41,5.54,9.96,2.19,10.71,5.92,10.22,7.32
193608,0.94,2.62,3.37,0.6,0.29,1.33,3.6,-1.07,-1.35,2.27
193609,2.29,4.6,2.94,6.73,5.23,2.5,6.15,1.06,0.33,2.21
193610,5.96,4.41,7.21,8.51,4.88,4.78,8.79,3.54,3.42,6.32
193611,9.65,4.34,10.93,8.66,6.71,4.62,15.75,5.46,-2.56,8.15
193612,1.01,-4.46,6.22,13.11,-0.68,-3.07,-6.58,-2.45,1.47,3.56
193701,5.69,11.27,10.57,7.23,4.88,-0.29,3.95,8.96,7.88,6.77
193702,1.3,2.45,2.85,-1.05,1.14,-2.82,3.77,-3.49,-4.17,6.7
193703,-0.97,-3.42,1.92,4.85,-4.84,-1.86,-2.75,-3.36,-7.56,1.48
193704,-8.78,-11.48,-10.36,-8.06,-9.38,-6.81,-10.66,-5.41,-10.07,-11.48
193705,-2.2,-3.91,-0.2,-2.57,1.24,-2.69,-4.06,0.28,-6.62,-4.55
193706,-6.46,-9.83,-6.31,-6.28,-5.18,-6.07,-5.72,-6.9,-6.85,-12.22
193707,7,14.45,9.9,7.73,9,7.17,9.86,6.2,23.28,10.46
193708,-3.72,-6.23,-5.01,-6.46,-2.03,-2.52,-5.44,-4.45,-10.98,-6.76
193709,-16.88,-21.96,-21.42,-19.22,-20.45,-10.68,-18.56,-12.57,-16.16,-19.45
193710,-8.76,-13.19,-12.68,-6.68,-12.31,-6.74,-8.68,-4.84,-2.64,-9.35
193711,-10.61,-15.51,-11.04,-11.44,-11.55,-6.64,-14.4,-9.71,0.02,-9.59
193712,-7.63,-18.12,-8.61,-6.8,-5.92,-6.96,-13.14,-6.68,-12.41,-12.76
193801,6.44,10.77,2.89,2.68,2.85,2.63,5.94,4.12,-8.03,4.07
193802,4.36,4.28,8.63,6.19,9.94,2.36,4.35,5.23,7.12,4.25
193803,-24.14,-32.72,-29.76,-28.2,-29.9,-22.98,-26.44,-16.34,-27.17,-31.04
193804,17.16,21.86,21.61,18.46,22.48,16.12,18.64,13.63,21.86,21.31
193805,-4.99,-12.48,-8.78,-9,-6.6,-0.86,-5.51,-2.38,2.54,-6.07
193806,23.78,40.26,37.71,28.52,33.88,19.91,30.15,15.38,23.75,27.63
193807,12.62,19.64,10.6,11.73,13.58,6.24,14.47,6.46,1.07,13.06
193808,-6.59,-2.02,-4.94,-10.02,-3.95,-4.6,-5.49,-2.78,-8.89,-9.31
193809,-2.38,-1.09,-0.89,-1.22,-0.78,-3,-1.11,-1.88,1.28,-2.88
193810,11.12,17.99,16.29,6.56,14.38,2.08,13.28,9.67,28.55,14.39
193811,-3.67,-5.83,-1.88,-2.74,-4.79,-0.38,-0.93,1.51,-10.3,-7.29
193812,-0.46,0.08,5.83,2.43,6.51,0.04,0.58,-0.2,3.59,4.76
193901,-4.84,-9.45,-10.26,-8.1,-9.26,-1.89,-3.39,-5.45,-1.52,-7.72
193902,4.02,5.49,3.82,0.68,3.35,2.93,6.13,4.9,9.35,3.77
193903,-12.24,-22.07,-20.99,-14.3,-19.64,-5.59,-13.81,-8.15,-18.14,-17.28
193904,1.69,0.39,-0.42,0.44,-0.33,3.34,0.37,-0.24,2.59,-1.66
193905,6.31,7.69,9.7,4.04,10.66,10.45,14.37,6.14,10.04,6.58
193906,-5.24,-11.31,-10,-5.99,-11.68,-7.47,-4.41,-3,-7.65,-10.26
193907,10.56,18.76,16.86,5.59,17.51,15.31,10.03,8.22,17.86,12.21
193908,-8.93,-12.48,-11.63,-6.25,-12.33,-8.33,-11.12,-10.36,-8.41,-11.18
193909,36.35,38.69,41.45,71.54,21.99,9.92,13.36,14.89,9.54,56.72
